Fibre_GT,Fibre_Assess,Total_GTcontours,Total_Assess_contours,IoU_Score_Assess_GT,GT_proportion_membrane_included,GT_proportion_mito_mass_missed,Assess_proportion_membrane_included,Assess_proportion_mito_mass_missed
248,not_found,489,10,0,67.77180406212663,2.010380875795014,0,0
249,not_found,489,10,0,26.19703451913497,0.6118326118326118,0,0
250,not_found,489,10,0,56.66345536287732,0.0,0,0
251,1,489,10,0.9762768497150986,52.991860062348465,3.736875937433041,51.28115435067775,6.037654187405324
252,not_found,489,10,0,52.99027701339204,0.0,0,0
253,not_found,489,10,0,41.70341438830793,4.657788789098792,0,0
254,not_found,489,10,0,38.21194075431363,0.0,0,0
255,not_found,489,10,0,73.77744510978044,0.0,0,0
256,not_found,489,10,0,47.00961940610623,0.0,0,0
257,not_found,489,10,0,30.740290559703652,6.700854700854701,0,0
258,not_found,489,10,0,27.227660642570285,19.015039447731755,0,0
259,not_found,489,10,0,69.375,2.9763182371038135,0,0
260,not_found,489,10,0,25.43640897755611,7.571020796520321,0,0
261,not_found,489,10,0,89.11834789515488,0.0,0,0
262,not_found,489,10,0,44.738269595877405,11.312849162011174,0,0
263,not_found,489,10,0,36.75281120536595,29.537767756482523,0,0
264,not_found,489,10,0,65.50981974710788,2.065103255162758,0,0
265,not_found,489,10,0,54.701834862385326,0.0,0,0
266,not_found,489,10,0,68.60191716404414,0.29259896729776247,0,0
267,not_found,489,10,0,40.29829545454545,0.0,0,0
268,not_found,489,10,0,71.6308040770102,1.8375597206909222,0,0
269,not_found,489,10,0,64.77740366629256,0.10683760683760685,0,0
270,not_found,489,10,0,45.284498207885306,0.0,0,0
271,not_found,489,10,0,64.92357200321803,0.0,0,0
272,not_found,489,10,0,62.02133240076937,0.0,0,0
273,not_found,489,10,0,85.98130841121495,0.03155569580309246,0,0
274,not_found,489,10,0,91.63783160322953,0.0,0,0
275,2,489,10,0.9572063327725292,43.52196574832465,6.033219345383488,29.25816397155981,16.49083842309828
276,not_found,489,10,0,37.26638277738349,17.693964262848496,0,0
277,not_found,489,10,0,62.3066725585506,0.2264044148860903,0,0
278,not_found,489,10,0,47.973238882329795,6.099159534274038,0,0
279,4,489,10,0.9462074467633654,62.76618861364624,0.0,26.110871440897327,0.5826656955571741
280,not_found,489,10,0,71.54554759467759,0.0,0,0
281,not_found,489,10,0,55.73568643546071,0.2094345267777002,0,0
282,not_found,489,10,0,45.033112582781456,16.590316442314467,0,0
283,3,489,10,0.9540898067814714,64.08179393460436,0.019230769230769232,33.22054752383882,1.2639331210191083
284,not_found,489,10,0,58.05584460631287,4.2841419016171365,0,0
285,not_found,489,10,0,82.31116849580374,4.889844169801182,0,0
286,not_found,489,10,0,62.59485094850948,9.243753322700691,0,0
287,not_found,489,10,0,62.587078267996176,0.4481349677079215,0,0
288,not_found,489,10,0,66.44278606965173,4.131847725162489,0,0
289,not_found,489,10,0,75.97597597597597,0.0,0,0
290,not_found,489,10,0,65.45148625911385,0.2184837229626393,0,0
291,not_found,489,10,0,78.07916732376596,1.5458339774308238,0,0
292,not_found,489,10,0,99.14833215046131,0.0,0,0
293,not_found,489,10,0,95.60707748627212,2.112676056338028,0,0
294,not_found,489,10,0,89.2329345531316,1.8626570915619387,0,0
295,not_found,489,10,0,85.14688084497745,1.42604466062348,0,0
296,not_found,489,10,0,73.5686674932536,13.594733829421864,0,0
297,not_found,489,10,0,84.80672048303471,10.260386379789365,0,0
298,not_found,489,10,0,65.2876340027178,15.138293151900605,0,0
299,not_found,489,10,0,71.67364851386395,4.183229225818664,0,0
300,not_found,489,10,0,57.6694571968674,1.135027584335715,0,0
301,not_found,489,10,0,76.06394021175005,13.166268894192523,0,0
302,not_found,489,10,0,61.94717924675731,18.60749808722265,0,0
303,not_found,489,10,0,98.87950882578664,0.13227513227513227,0,0
304,not_found,489,10,0,71.78714859437751,19.662373145979704,0,0
305,not_found,489,10,0,37.42887624466572,33.70913190529876,0,0
306,not_found,489,10,0,78.58550039401104,22.055859487474805,0,0
307,not_found,489,10,0,57.4578824818518,7.971112311015119,0,0
308,not_found,489,10,0,71.2722570377002,0.8889747801719974,0,0
309,not_found,489,10,0,91.71818104835296,0.0,0,0
310,not_found,489,10,0,79.13309535951045,1.302504038772213,0,0
311,not_found,489,10,0,62.70893664583651,1.4609167126863798,0,0
312,not_found,489,10,0,92.48885172798215,0.4567436861902203,0,0
313,not_found,489,10,0,83.3168886696267,2.37980382698183,0,0
314,not_found,489,10,0,86.52277575605471,1.438761939306009,0,0
315,not_found,489,10,0,93.60388178209087,0.0,0,0
316,not_found,489,10,0,47.37432446211889,1.3477997169620595,0,0
317,not_found,489,10,0,59.66259978912487,1.1684903698569096,0,0
318,not_found,489,10,0,42.98582282446933,10.696262419176787,0,0
319,not_found,489,10,0,54.93713584789942,4.645526156332054,0,0
320,not_found,489,10,0,68.47736625514403,1.8025289211729891,0,0
321,not_found,489,10,0,45.74009166891345,0.0,0,0
322,not_found,489,10,0,95.55277168806765,4.965357967667437,0,0
323,not_found,489,10,0,80.71662710523341,0.8974074894748505,0,0
324,8,489,10,0.9596982991117984,57.39041794087666,5.109020949123557,49.50829296932335,11.458333333333332
325,not_found,489,10,0,63.055389790050455,14.682730923694779,0,0
326,not_found,489,10,0,78.59996525968387,0.0,0,0
327,not_found,489,10,0,43.86240614632443,9.336623436244691,0,0
328,not_found,489,10,0,31.73093958542491,0.6557567316620242,0,0
329,not_found,489,10,0,35.97302504816955,1.296073844597585,0,0
330,not_found,489,10,0,69.02717777656258,4.445643377394119,0,0
331,not_found,489,10,0,42.87972708740691,0.5467176388375057,0,0
332,not_found,489,10,0,84.53995750939696,8.841902931283038,0,0
333,not_found,489,10,0,64.52970697749717,0.0,0,0
334,not_found,489,10,0,59.183673469387756,9.521158129175946,0,0
335,not_found,489,10,0,68.11946687420955,7.448852175583517,0,0
336,6,489,10,0.9344936595179079,78.70231862378459,25.527219225110347,60.980769230769226,52.51762336354482
337,not_found,489,10,0,62.054263565891475,21.46056327336218,0,0
338,not_found,489,10,0,35.95102385476039,11.075760588586201,0,0
339,not_found,489,10,0,98.90087100788054,0.07874015748031496,0,0
340,not_found,489,10,0,72.96043371735391,0.8909718288098059,0,0
341,5,489,10,0.9564367495113096,95.37671232876713,2.76966078007877,90.4287800345148,9.905176832393645
342,not_found,489,10,0,64.1341819146115,1.5881280916428016,0,0
343,not_found,489,10,0,94.72573839662446,5.6500802568218305,0,0
344,not_found,489,10,0,95.07497794766245,10.513688964154671,0,0
345,not_found,489,10,0,44.51632778804683,2.8782956863337614,0,0
346,not_found,489,10,0,83.66896816263905,0.028053113895642415,0,0
347,not_found,489,10,0,91.28101945003353,24.15227127319258,0,0
348,not_found,489,10,0,58.836996336996336,0.8811519449817322,0,0
349,not_found,489,10,0,78.80555555555556,0.013354700854700856,0,0
350,not_found,489,10,0,99.9342105263158,2.9943855271366187,0,0
351,not_found,489,10,0,92.70056992547129,4.77366255144033,0,0
352,not_found,489,10,0,83.90070921985816,0.42720240157025746,0,0
353,not_found,489,10,0,82.51557632398755,0.0,0,0
354,not_found,489,10,0,82.51578436134047,6.322393822393822,0,0
355,not_found,489,10,0,64.54583991675979,9.78448772617264,0,0
356,not_found,489,10,0,49.64188179522853,5.775384771676741,0,0
357,not_found,489,10,0,62.8027918434378,15.595964958853198,0,0
358,not_found,489,10,0,53.91190787130476,34.07703147017379,0,0
359,not_found,489,10,0,84.85683987274656,1.9684633618468517,0,0
360,not_found,489,10,0,82.8418640183346,29.238586266158563,0,0
361,not_found,489,10,0,55.079030558482614,1.8286418738442574,0,0
362,not_found,489,10,0,68.78772635814889,3.8676042677012608,0,0
363,not_found,489,10,0,32.07240487624677,1.1993022241604885,0,0
364,not_found,489,10,0,53.753512645523884,0.8014571948998178,0,0
365,not_found,489,10,0,72.67950963222417,0.0,0,0
366,not_found,489,10,0,75.60096153846155,1.2254901960784315,0,0
367,not_found,489,10,0,25.945345752883842,13.51039260969977,0,0
368,not_found,489,10,0,83.58156028368793,25.63814138617288,0,0
369,not_found,489,10,0,100.0,66.53992395437263,0,0
370,not_found,489,10,0,63.38721664808621,37.65057512906439,0,0
371,not_found,489,10,0,53.77069834413247,55.25438596491228,0,0
372,not_found,489,10,0,60.375693393847705,0.21897810218978103,0,0
373,not_found,489,10,0,82.4947033898305,0.0,0,0
374,not_found,489,10,0,76.61730319563523,32.14631782945737,0,0
375,not_found,489,10,0,84.65075327724516,0.7581280069981047,0,0
376,not_found,489,10,0,85.9118086696562,2.2941970310391366,0,0
377,not_found,489,10,0,71.23632643424884,1.2939998459523994,0,0
378,not_found,489,10,0,87.34474655924807,2.608053801361437,0,0
379,not_found,489,10,0,77.35241899689304,0.3870967741935484,0,0
380,not_found,489,10,0,80.95373530527115,0.3421490660255225,0,0
381,not_found,489,10,0,80.75657894736842,4.954835281615303,0,0
382,not_found,489,10,0,77.57194839563347,1.5004840271055178,0,0
383,not_found,489,10,0,71.92626844872363,16.781207047357242,0,0
384,not_found,489,10,0,78.96521739130435,5.2730056131995235,0,0
385,not_found,489,10,0,72.52873563218391,1.2237856488220389,0,0
386,not_found,489,10,0,63.39375629405841,0.0,0,0
387,not_found,489,10,0,80.5770332187858,3.4511784511784516,0,0
388,not_found,489,10,0,77.20444975174408,0.5077085010216086,0,0
389,not_found,489,10,0,54.11015207562679,0.0,0,0
390,not_found,489,10,0,76.39302912176107,0.0,0,0
391,not_found,489,10,0,72.80496370873331,0.09299081715680577,0,0
392,not_found,489,10,0,71.91594758708852,0.06264682850430697,0,0
393,not_found,489,10,0,85.88532987718324,0.4364959078508639,0,0
394,not_found,489,10,0,50.187866339361754,0.1924405408072634,0,0
395,not_found,489,10,0,64.85858451732838,0.0,0,0
396,7,489,10,0.9674548265786129,43.129171574401255,0.25091681142636557,42.77160534894551,1.3273179024454034
397,not_found,489,10,0,39.26149673283196,0.006060606060606061,0,0
398,not_found,489,10,0,87.4680809271263,7.053594434424118,0,0
399,not_found,489,10,0,57.691484809584935,3.0140162293181576,0,0
400,not_found,489,10,0,40.899890116245444,3.522170295223983,0,0
401,not_found,489,10,0,58.62196020633751,20.52383256714251,0,0
402,not_found,489,10,0,68.26310253078398,0.165491878639289,0,0
403,not_found,489,10,0,73.49844282960106,0.029099374363451183,0,0
404,not_found,489,10,0,88.23566240921613,6.981481481481482,0,0
405,not_found,489,10,0,78.65046647862877,18.739737274220033,0,0
406,not_found,489,10,0,73.75611159045154,0.7402185407120198,0,0
407,not_found,489,10,0,23.12461076827266,22.709891469380867,0,0
408,not_found,489,10,0,56.83716075156576,32.42905201414647,0,0
409,not_found,489,10,0,58.47540983606557,2.885132952955108,0,0
410,not_found,489,10,0,58.067289505359085,4.671524600350223,0,0
411,not_found,489,10,0,81.98809523809524,0.0,0,0
412,not_found,489,10,0,66.73525377229082,1.438689685701638,0,0
413,not_found,489,10,0,69.97382525239935,0.0,0,0
414,not_found,489,10,0,69.33550392185882,0.0,0,0
415,not_found,489,10,0,67.87592962089606,0.0,0,0
416,not_found,489,10,0,86.8880573744933,1.8956254796623175,0,0
417,not_found,489,10,0,63.245292887029294,0.02521432173474534,0,0
418,not_found,489,10,0,54.69613259668509,0.0,0,0
419,not_found,489,10,0,67.7176884029676,0.0,0,0
420,not_found,489,10,0,60.313188157572796,0.17542460728809506,0,0
421,not_found,489,10,0,79.45758799769186,0.1553672316384181,0,0
422,not_found,489,10,0,59.485559566787,0.0,0,0
423,not_found,489,10,0,78.97562546977343,0.08335938314056475,0,0
424,not_found,489,10,0,84.51416453700179,0.6367722602739726,0,0
425,not_found,489,10,0,56.26714207350522,0.10845006778129236,0,0
426,not_found,489,10,0,61.42660147925285,0.4503670800172744,0,0
427,not_found,489,10,0,70.36466358500256,0.0,0,0
428,not_found,489,10,0,70.22229595222296,0.0,0,0
429,not_found,489,10,0,56.36077758719268,11.782456140350877,0,0
430,not_found,489,10,0,56.143533917951814,3.9203020967902216,0,0
431,not_found,489,10,0,56.779761904761905,0.6977425974787452,0,0
432,not_found,489,10,0,68.01109441812089,15.47579112154758,0,0
433,not_found,489,10,0,48.93687268885367,3.1104199066874028,0,0
434,not_found,489,10,0,59.17122256556533,20.481179666278617,0,0
435,not_found,489,10,0,70.9061135371179,30.12487303578897,0,0
436,not_found,489,10,0,92.9589154793194,20.56843679880329,0,0
437,not_found,489,10,0,70.74452969593634,0.18798301190559075,0,0
438,not_found,489,10,0,35.01764886433394,2.1718458788178463,0,0
439,not_found,489,10,0,67.59070871481858,1.0758027143330022,0,0
440,not_found,489,10,0,59.7682119205298,10.26332288401254,0,0
441,not_found,489,10,0,55.0010595465141,16.63701998535105,0,0
442,not_found,489,10,0,57.60835462328,14.894466122738558,0,0
443,not_found,489,10,0,13.59706822025935,8.015966189246301,0,0
444,not_found,489,10,0,40.88985088985089,7.4526456414905295,0,0
445,not_found,489,10,0,86.07498087222648,1.071164737749323,0,0
446,not_found,489,10,0,32.53467843631778,0.6093328191284226,0,0
447,not_found,489,10,0,52.88521597078749,9.328269641585567,0,0
448,not_found,489,10,0,50.428281068524974,9.200796359499432,0,0
449,not_found,489,10,0,71.51888064733647,15.15725341676272,0,0
450,not_found,489,10,0,87.32279976373302,4.862166268721511,0,0
451,not_found,489,10,0,61.08345187292555,1.7207186187587493,0,0
452,not_found,489,10,0,88.92092713762892,21.142857142857142,0,0
453,not_found,489,10,0,63.68148467846353,0.36835021605156903,0,0
454,not_found,489,10,0,84.43484922348354,0.23238329574191782,0,0
455,not_found,489,10,0,56.394038076152306,1.7004699480583723,0,0
456,not_found,489,10,0,34.300910484089066,0.0,0,0
457,not_found,489,10,0,67.3520529460901,0.0,0,0
458,not_found,489,10,0,60.56363971265426,1.1650485436893203,0,0
459,not_found,489,10,0,79.02303682529006,6.272607694837225,0,0
460,not_found,489,10,0,80.57372924006039,10.899653979238755,0,0
461,not_found,489,10,0,73.04979471523319,2.066888242625675,0,0
462,not_found,489,10,0,20.953502060035316,0.007213445863088797,0,0
463,not_found,489,10,0,69.37825253355246,0.008903133903133903,0,0
464,not_found,489,10,0,18.444902162718847,3.7448979591836733,0,0
465,not_found,489,10,0,20.25027402265254,15.269732078204202,0,0
466,not_found,489,10,0,70.85654367914019,51.24726758390125,0,0
467,not_found,489,10,0,18.569606658611896,29.566115014485035,0,0
468,not_found,489,10,0,71.41450313339301,26.084300549786192,0,0
469,not_found,489,10,0,22.969090720293515,39.51931209472794,0,0
470,not_found,489,10,0,0.0,0.0,0,0
471,not_found,489,10,0,52.91524459613197,0.2473886750962067,0,0
472,not_found,489,10,0,49.282920469361144,0.0,0,0
473,not_found,489,10,0,88.74296435272045,0.19552079630287947,0,0
474,not_found,489,10,0,83.35011073082343,0.0,0,0
475,not_found,489,10,0,61.32880529432253,0.0,0,0
476,not_found,489,10,0,68.51921627731726,0.0,0,0
477,not_found,489,10,0,54.396376698422614,1.4202421886679624,0,0
478,not_found,489,10,0,11.693548387096774,0.0,0,0
479,not_found,489,10,0,26.94490070180678,0.7715482401352046,0,0
480,not_found,489,10,0,48.68777056277056,0.0,0,0
481,not_found,489,10,0,30.508474576271187,0.0,0,0
482,not_found,489,10,0,18.8483637272046,0.0,0,0
483,not_found,489,10,0,45.735436112005154,0.0,0,0
484,not_found,489,10,0,27.014883459702332,11.991711991711991,0,0
485,not_found,489,10,0,64.94330194118778,0.0,0,0
486,not_found,489,10,0,56.06791029134354,57.844474761255114,0,0
487,not_found,489,10,0,60.319410319410316,0.7344503098462245,0,0
488,not_found,489,10,0,20.39408866995074,0.0,0,0
